amount,hour,distance_km,failed_logins_24h,is_international,is_new_device,account_age_days,txn_velocity_1h,prev_chargebacks,merchant_risk_score,is_fraud
4.877482755309547,6,20.102419339869073,0,0,0,691,1,0,0.2699063975193698,0
13.188624493293158,18,39.39437028176049,0,0,0,1309,0,0,0.308778469025511,1
14.25753420983833,9,15.924850933451122,0,1,0,1447,1,0,0.32610050579576144,0
9.004484497870742,19,32.22409582978308,1,0,1,1796,1,0,0.08293986539781623,1
17.093773738307725,10,26.11335321285016,0,0,0,1105,1,0,0.18881540257207194,0
30.08572650563063,19,38.218085153519596,0,0,0,2473,6,0,0.23834515313619536,0
132.44744181818032,20,12.464958652422254,1,0,0,3256,1,0,0.2546413308308889,0
23.91672040413392,21,25.843359206062395,0,0,0,2786,1,0,0.05009292723135344,0
25.985804047126862,22,34.87891010529313,0,0,0,231,1,0,0.2601438989996447,0
18.644553841732012,4,22.01080869268695,0,0,0,3234,2,0,0.1593894650253486,0
2.948300152261212,6,44.617105105280864,1,0,0,1295,2,1,0.21023134662007073,0
19.559989436509685,11,22.66026912144526,0,0,0,2618,1,0,0.3230031868470653,0
21.33246754289097,1,38.857287324356406,1,0,0,2643,1,0,0.03694685647926387,0
235.8608735854196,6,32.098213359825564,0,0,0,2461,0,0,0.15189426057198752,0
16.570749043571002,20,37.79774015430635,0,0,0,2992,3,0,0.07386802431029764,0
27.154623928849094,4,32.36693502675935,1,0,0,1066,0,0,0.20052499013836228,1
19.400294188204764,21,17.334264670563922,0,0,0,865,2,0,0.2781228565420676,0
6.242133071694438,11,3.753829883939476,1,0,0,2201,1,0,0.3474870536473166,0
62.98035261606522,3,25.17523266539908,1,0,0,2248,2,0,0.13041277773883148,0
42.60335613512319,20,28.441152507080385,0,0,0,2629,5,0,0.28838076172575605,0
44.30209411013759,20,52.34764759753642,1,0,0,773,1,0,0.3203209352522024,0
8.089869057410736,18,62.225250819841236,0,0,0,1311,1,0,0.1465897258722426,0
81.67878600569078,2,25.619009787256182,0,0,0,603,1,0,0.15620822680128424,0
4.9438725307499904,16,24.0834552804804,0,0,1,2662,1,0,0.3311004694447056,0
36.12037439482401,3,31.25576035924351,0,0,0,1375,2,0,0.15306834451965254,0
179.55034206783333,8,6.214508378217239,0,0,0,2059,1,0,0.5378533868297775,0
7.459315655867293,1,39.02507845127835,0,0,0,3268,1,0,0.4953115037400701,0
11.401013676028104,9,7.402391866235373,0,0,0,1133,0,0,0.09860221813907326,0
22.190213649524768,19,4.011947022681048,1,0,0,939,0,0,0.13668099946598097,1
12.140225323555748,8,6.634164639858515,0,0,1,1126,1,0,0.3078392118708452,1
4.260287170538807,7,12.662798174794272,0,0,0,1410,1,0,0.247746492358358,0
21.510968649942352,17,39.01315306786931,1,0,0,2012,0,1,0.34868564988059575,0
6.942738451721143,10,13.031116643828693,0,0,0,1333,2,0,0.04737670920990392,0
32.252399082666805,18,23.96057703764938,1,0,0,1291,1,0,0.338807432753092,0
8.009078940494069,21,24.588076862458756,1,0,0,2717,1,0,0.03672666285222353,0
94.62620110734356,17,21.90756072008255,0,0,0,2703,0,0,0.2964539770096368,0
9.177425398928698,18,28.993317763594725,2,0,0,2763,0,0,0.042912617315370036,0
14.555056860626584,16,62.1515497683925,0,0,0,2741,3,0,0.2716412595170793,0
45.30952237578953,19,12.623414882768603,0,0,0,3500,1,0,0.25586568817732747,0
5.865781278599024,21,19.71972694967652,2,0,0,2545,1,0,0.49192627275415984,0
25.215526471383335,16,4.800626972001833,1,0,1,2797,2,0,0.14375486759590803,0
74.22809774351968,14,7.991998188606235,0,0,1,1805,2,0,0.2960013382733164,0
4.024967214770714,15,29.61307801625124,0,0,0,954,1,0,0.09496417648714332,0
24.158441379128462,16,17.961569089060195,0,0,0,340,0,0,0.028528648802279497,0
26.046484165856043,7,1.1306039715953489,0,0,0,2589,0,0,0.28087200982480026,0
43.8959856030202,22,47.55101089111638,0,0,0,1711,2,0,0.10328534061942436,0
5.830188246507091,6,9.028524578279306,0,0,0,2429,0,0,0.15083208978544035,0
5.363106547323179,22,50.48717208344457,0,0,0,1429,1,0,0.36860968571077807,0
33.85008686796554,20,29.258823246568408,0,0,0,2596,1,0,0.32704915784511457,0
27.031008587715327,3,32.24133315529518,1,0,0,3285,2,0,0.07562940593463682,0
25.803053827911825,6,20.217739067708425,1,0,1,2569,1,0,0.2630700891840397,0
28.401677476505785,10,95.96862925283406,1,0,0,2656,0,0,0.29784868012383076,0
10.17542275045172,2,11.051934743660158,0,0,0,751,0,0,0.18718096434109865,0
25.336693909961646,1,39.251758284201856,2,0,0,3104,0,1,0.2248716660945209,0
26.925464467155038,0,15.588269337771294,0,0,0,274,3,0,0.04648377953414359,0
9.832061054057284,23,3.0177659065662574,0,0,0,1288,2,0,0.16670921718913775,0
129.77140910164957,5,86.79942189903957,0,0,0,3447,1,0,0.14601425633564408,0
32.26015640378616,13,33.023869388220334,0,0,0,2922,1,0,0.1464450947206728,0
6.102487669986714,3,43.537401475980644,0,0,0,1392,0,0,0.3992497165783573,0
38.727641999884675,15,54.99936882916104,0,0,0,969,1,0,0.2124524457188358,0
7.578523030210596,9,3.3744454336273773,0,0,0,2703,0,0,0.23876363396303987,0
44.127563229023075,4,29.508070608674302,0,0,0,1965,2,0,0.09202575363668994,0
63.98160236628146,10,15.652091550493761,0,0,0,1020,0,0,0.29022421413871585,0
8.840272320383232,0,37.10095433681714,0,0,0,1896,1,0,0.05430508212801902,0
52.63472795886532,16,21.698108318379163,1,0,0,1156,0,0,0.02529643829717065,0
30.349526829919085,13,12.120592310552919,0,0,0,2040,1,0,0.19379334641042878,0
45.698257130945834,6,20.235429905743008,0,1,0,609,0,0,0.16346850422420123,1
133.85979987696663,13,29.460963981419425,0,0,0,1062,2,0,0.4200083908652237,0
15.714940499156153,0,8.820706074623146,0,0,0,1271,3,0,0.09036790936060433,0
9.45235423279394,5,48.94861042001018,0,0,0,1355,0,0,0.38441850473983774,0
8.252247358772761,6,1.502469093660352,1,0,0,198,1,0,0.09942402484466116,0
8.883447512357208,10,52.06815459723112,0,0,0,394,0,0,0.6344082678549172,0
18.59510344815655,9,25.450388749799657,0,0,0,2435,0,0,0.04800959208669851,0
28.25165315995217,20,2.523872786262441,0,0,0,752,2,0,0.36461552513165724,0
26.487973487778703,2,23.814546348290424,1,0,1,1985,0,0,0.1609364774778005,0
45.93297409586026,18,9.62329675291977,0,0,0,2726,2,0,0.15339078265826533,0
20.348392006314995,1,0.11054397291669638,0,0,0,3451,1,0,0.0739587881461306,0
85.93009158700845,11,25.441711518237348,0,1,0,2917,2,0,0.4919405307394998,1
15.415032455144052,11,40.509994985681395,2,0,1,186,2,0,0.2386650529846136,0
304.95650704591236,0,19.64765496814617,1,0,0,105,1,1,0.22621876733798815,0
37.54977355746786,13,0.03586011531352362,1,0,0,116,1,0,0.16229399960913152,1
8.52363116893662,10,45.029210112635035,1,1,0,2497,2,0,0.1052346973443713,0
6.883364110161833,7,24.18123649323801,0,0,1,1530,0,0,0.16491128374222883,0
32.540075279824705,8,3.0924088586158796,0,0,0,775,1,0,0.2062046043420773,0
16.063300768010322,17,11.457744821313888,0,0,0,1603,1,0,0.340275695348213,0
41.017569286212115,12,18.80651575155505,1,0,1,1667,0,0,0.19170554211222993,0
32.24095776581426,3,49.825304310280664,2,0,1,1921,2,0,0.30909366320094245,1
18.6747265313576,15,19.809146359870702,1,0,0,2084,1,0,0.10056116324942227,0
8.61242804796009,2,10.067871798698615,0,0,0,1896,3,0,0.10860500855611374,0
4.415639962032337,3,15.136282111115607,1,0,0,80,2,0,0.11328047242827728,0
12.851815018374474,3,20.357262692201047,0,0,0,87,2,0,0.17694900252216733,0
47.29472628846815,7,34.32370150251808,0,0,0,3499,0,0,0.16660932445318763,0
24.880733380138118,10,24.163897640427486,0,0,0,1697,1,0,0.23688833820606034,0
5.779176631780021,2,43.883617445394165,1,0,0,1539,1,0,0.03885288112529865,1
23.883334772187435,18,10.179243835848858,1,0,0,1455,0,0,0.08451832808730157,0
29.527362615504963,5,22.504383939676174,0,0,0,1286,0,0,0.06160661228321309,0
8.299062559612826,2,74.46987881185821,1,0,1,331,1,0,0.24683878317210864,0
23.423156005540495,20,40.1081584333236,0,0,0,2316,0,0,0.3239259592626788,0
21.289387698624704,3,28.548550302937898,0,0,0,2722,1,0,0.10728136458962373,0
6.404684669248883,3,67.19807232337301,0,0,0,1266,1,0,0.10501465345737991,0
28.725561194703655,1,51.70232801586006,1,0,0,1756,0,0,0.11903148303400096,0
35.19079442443957,15,16.360950134852796,0,0,0,76,3,1,0.05368288319256045,0
59.3262126660248,4,56.23388743406683,0,1,0,3481,1,0,0.2690947590737637,0
57.61610054740467,14,35.072573445975195,0,0,0,1820,3,0,0.057012556194805435,0
5.064880945242794,4,9.253721663866783,1,0,0,1820,3,0,0.18564950704760616,0
7.8630530524336155,22,47.07388368248202,0,0,0,84,0,0,0.0777044092220401,0
33.617113484772744,11,0.863586618556635,0,0,0,1355,0,0,0.018045447322462067,0
33.575141300782455,18,61.886478181673056,1,0,0,612,0,1,0.25564624721440626,0
33.617530981571484,14,3.9557101076991845,0,0,0,2486,0,0,0.47941710985205693,0
946.4626329226883,5,2.306503521687757,0,0,0,998,1,1,0.31367537975628546,0
35.548235144290246,0,27.561516224498998,0,0,0,1759,1,0,0.06927319845678491,0
62.52494769266456,4,0.6798025918876895,0,0,0,354,1,0,0.36001034251969655,0
52.143616294468906,20,33.08763665643994,0,0,1,2905,1,0,0.3435927954698105,1
38.52823123108774,20,2.945712872865691,0,0,0,1061,1,0,0.2858281739195595,0
14.654255269362405,23,23.687961101065966,0,0,0,817,1,0,0.10121598105078163,1
42.90417843006869,18,48.16532739085374,0,0,0,1951,1,0,0.22807566260941814,0
9.273629042718847,10,13.82331712748408,0,0,0,1356,1,0,0.23635603149623086,0
15.850188504167651,21,3.5287582262578194,1,0,0,3580,0,0,0.1637218873239123,0
12.36211374246709,13,3.1505709971869607,1,0,0,887,2,0,0.1977434786217146,0
21.799218911083337,13,33.75307871762038,1,0,0,3287,1,0,0.27010235009385636,0
203.29508955907446,1,44.3001049375177,0,0,0,2538,0,0,0.5787595385310568,0
3.1041341114880443,21,44.10552802521179,0,0,1,2783,1,0,0.39876476622463924,0
39.895366541555084,4,29.533750647537886,0,0,0,200,1,0,0.14252323707096595,0
4.003961030688564,8,21.30696145578832,0,0,0,3378,1,0,0.09096505054662823,0
12.529277858051863,16,4.115118906586964,2,0,0,2064,1,0,0.12589010256037905,0
59.677233363298285,18,10.954099686861435,0,0,0,2721,1,0,0.4239517879394357,0
21.419035138036634,14,9.500702359105752,0,0,0,3277,1,0,0.23957817840644077,0
6.836358604208936,1,6.0397109630228725,0,0,1,2820,2,0,0.13690818113632494,0
9.822702525237,8,19.25431553870515,0,0,0,725,2,0,0.18036903779159688,0
39.630449475401235,10,6.936307864345416,0,0,0,859,2,0,0.16635001911059671,0
9.675852689198827,21,26.351693527611374,0,0,0,1906,1,0,0.150888504749419,0
24.939642096860393,5,4.359270974388868,1,0,1,3188,2,0,0.16928848902233679,0
21.02204901290587,14,20.41344788289102,1,1,0,3295,3,0,0.30984723112827356,0
10.46880258852466,20,3.763486729111781,0,0,0,1137,1,0,0.3363075659817991,0
171.39041612185866,19,15.904694481301878,0,0,0,3643,2,0,0.2504404582506142,0
37.86090397647642,3,21.029262865634166,0,0,1,3388,0,0,0.047760388157125126,0
2.6507892168603346,14,1.0952989550174603,0,0,1,480,4,0,0.15768127212584865,0
24.20246081999219,17,20.5354004497688,1,0,0,986,1,0,0.18934659182590793,0
10.36270740513176,6,38.29241757013954,0,0,0,1888,1,0,0.3795506907245261,0
47.10755232617873,15,23.91256958241968,0,0,0,1703,0,0,0.05081928367002241,0
9.092766993255735,21,24.782148108959596,0,0,0,977,0,0,0.06917953945129181,0
17.908286855406107,2,42.08965865443729,0,0,0,1692,1,0,0.513249132971663,0
33.28102048119896,11,34.82298861723079,0,1,0,2440,0,0,0.1496428397621344,0
47.7393112723736,6,28.271897415443036,0,0,1,3393,0,0,0.23822162096588512,0
6.047854571945651,8,29.234654095574783,3,0,0,379,2,0,0.26156422888575115,0
14.375117551692925,9,7.411088368764048,1,0,0,443,2,0,0.11105100678940551,0
12.491578394847052,0,29.977989766516973,1,0,0,3120,1,0,0.17410006070083262,0
10.450718869936537,11,63.90164414207001,0,0,0,2843,2,0,0.3431493117643175,0
117.38442591405294,23,20.99986916885171,0,0,0,2513,1,0,0.17788874940655908,0
30.113744967423905,17,8.034270350591928,0,0,0,2062,3,0,0.07673933351379876,0
5.6923094564811825,0,33.308203491424926,0,0,0,479,1,0,0.18740935599633657,0
50.292801073642494,17,1.0643674101655147,0,0,0,1219,1,0,0.2777943509127092,0
167.69656691150882,22,33.47244596553513,0,0,0,494,3,0,0.26164686394599174,0
56.39978015588682,6,12.068544670965043,0,0,0,3305,2,0,0.057735868364489705,0
4.3957142583173345,16,22.26612626818887,1,0,0,2806,0,0,0.232406300113269,1
12.376084328655585,12,14.983716564883368,0,0,0,827,0,0,0.2451026392151257,0
71.30105679977414,9,14.989114495852927,1,0,0,150,3,0,0.19370294085643425,0
9.897978401117957,13,3.8683568158859263,1,0,0,3549,0,0,0.31579853919710044,0
31.306302282183616,0,20.52269700583488,0,0,0,3461,3,0,0.06434259044757337,0
43.581556875931255,22,9.892294022788935,0,0,1,38,0,0,0.23232472045276756,1
7.949185959737301,5,22.88829560879372,0,0,0,564,1,0,0.11921484503920914,0
18.924826735126118,3,34.71661001694681,0,0,0,736,0,0,0.3539691730243172,0
0.7856315675134949,18,3.053802554776312,0,0,0,1100,5,0,0.06141154528161028,0
7.211034041272224,14,72.24467350247066,0,0,1,1844,1,0,0.08258581897685534,0
15.60251077791082,20,25.128919078464314,1,0,1,1344,3,0,0.4667378252083491,0
5.7673737333280775,20,35.90087524615511,1,0,0,1590,0,0,0.3608714051740829,0
102.7615549442239,18,34.30363338770468,2,0,0,3110,1,0,0.3708430525569552,0
4.805968687690788,21,5.214288176920292,0,1,1,1588,0,0,0.31400978288121983,0
12.93524185655815,11,22.625886911106303,1,0,0,1641,0,0,0.6643258638813475,0
22.890925766352193,13,28.077337583222338,0,0,0,815,0,0,0.19468478833231095,0
84.8829534306434,2,31.974926801301823,0,0,0,376,0,0,0.43550096779444086,0
4.778553324039973,3,33.93824058610787,0,0,0,2432,2,0,0.26133427109922497,0
64.27455001249342,2,68.9348186271919,0,0,0,1730,2,0,0.24955547478346943,0
20.292128678374887,11,37.83472484780488,0,0,0,1476,0,0,0.33977345986850144,0
7.5269608062577396,21,40.943651298449666,2,1,0,2318,2,0,0.13519588492336615,0
31.8839731440414,8,15.256642881023971,0,0,0,1360,0,0,0.3128813609172914,0
24.5094729924657,18,18.185984499066407,0,0,0,3382,2,0,0.08592094845066799,0
11.020785964689956,15,1.5778877411888157,0,0,0,756,1,0,0.08150089996851727,0
21.537639630993592,0,41.50521525315776,0,0,0,458,3,0,0.16319515484952737,0
13.66293105369591,13,4.5192230699022335,1,0,0,345,2,0,0.16751470086145975,0
22.500045810966288,12,15.801300552589709,1,1,1,1986,3,0,0.24244361681978951,0
38.94423201798032,22,35.98185014495104,0,0,0,1349,3,0,0.08465414005007917,1
98.10288904575317,11,13.662877956902378,0,0,0,2949,0,0,0.13604958040796689,0
5.825148549421202,4,2.7887235573241558,0,0,0,3097,0,0,0.32090028473465726,0
169.53058866790798,19,9.253245439319187,0,0,0,741,2,0,0.2574748213209135,0
2.8516911392088136,2,70.99358311397864,0,0,0,836,2,1,0.21275070874765312,0
17.25694903495947,22,20.646723897558378,0,0,0,1764,1,0,0.17479180248837145,0
36.17315273342396,1,23.700185748245282,0,0,0,1130,1,0,0.17662443327427235,0
26.602145428315605,10,11.44804961582362,0,0,0,1514,1,0,0.0981187516761007,0
10.775774148951605,19,9.136418591545409,1,0,0,2050,2,0,0.22806068057006837,0
16.311620201858304,1,28.879246840903132,1,0,0,1520,3,0,0.12373325457182541,1
12.268059120728294,15,5.602106630456011,0,1,1,3613,0,0,0.19871594060125605,0
11.141036163506376,7,35.588583016041675,0,0,0,2513,1,0,0.4248274912400713,0
46.974368271365094,2,47.172574252650314,0,0,0,1430,0,0,0.07887252192930068,0
28.70339722487408,20,43.64549091182049,1,0,0,2298,0,0,0.08760674487281811,0
10.045154759207882,3,25.187543819675394,0,0,0,1329,0,0,0.2896011172914466,0
49.38268592611594,20,15.029622275609782,1,0,1,1692,2,0,0.1867130003524209,1
27.311272276662617,3,11.181568063269072,0,0,0,2154,0,0,0.12854634919583066,0
45.2798498945146,7,70.08135555509341,0,1,1,783,3,1,0.1427021294689924,0
37.69882179801668,5,8.38410757129525,0,0,1,2700,2,0,0.2875905478931093,0
8.767090444971995,13,39.19797861778614,0,0,1,1288,3,0,0.07335407985884955,0
11.470963849245202,14,5.407115078989596,1,0,0,1063,2,0,0.2728104927894085,0
42.40615874558499,16,22.690639627481975,1,0,1,246,2,0,0.04909830705990382,0
36.97974260066232,4,5.301370642206916,1,0,0,2989,1,0,0.3068537045401932,0
19.67007422753823,0,4.3310210069570445,0,0,0,798,1,0,0.08890308626823291,0
22.585935359125457,11,28.14329143977266,0,0,0,1318,1,0,0.22677320151820696,0
72.07194785155106,18,15.982004931569032,0,0,0,1726,3,0,0.18175083635211844,0
11.116479101964376,11,28.875174705474652,0,0,0,730,1,0,0.08141858802430228,0
34.712414209450785,10,31.196146993247414,0,0,0,3069,1,0,0.19606804729308833,0
16.408628878120567,21,36.64772835328523,0,0,0,978,1,0,0.27658128014330235,0
16.156441049821083,8,27.005528545336865,0,0,0,2064,1,0,0.10550297799263905,0
60.266527613379765,18,28.33032225993321,1,0,0,1205,2,0,0.11177820265209722,0
45.85188677941323,3,17.173912464298116,1,0,1,3602,1,0,0.015909992788143593,0
45.309178868881894,12,19.619918421945467,0,0,0,656,2,0,0.29773768627175523,0
74.104688814895,9,17.215603361879683,0,0,1,2844,5,0,0.1562745588542705,0
20.511872023867202,0,55.75974281381106,0,0,1,895,1,0,0.34946239778555155,0
39.72389799898296,9,27.241855080205227,0,0,0,2748,1,0,0.12740159035680834,0
14.727746672857789,17,30.211405277050215,1,0,0,195,2,0,0.2768314013037701,0
27.775833733653347,12,51.51393946931694,0,0,0,782,0,0,0.18191805708016553,0
17.634495327809137,6,35.47758189486533,0,0,0,2255,0,0,0.43490636024596535,0
22.1313679181513,7,36.32184899625247,0,0,0,2325,1,0,0.05460177615466452,0
36.42141862805439,16,63.24968353127878,0,0,0,2089,2,0,0.1189675580402384,0
8.862060651640101,21,75.53426287027895,0,0,0,2642,1,0,0.33815839398695974,0
162.77799452801105,0,5.472538630965167,0,0,0,240,3,0,0.34988763765296504,1
7.344726836262554,15,17.505807724581544,0,0,0,1020,0,0,0.10771020129716453,0
5.964417436815599,19,20.041059255244484,1,1,0,3495,0,0,0.31164165090072904,0
63.950597645932696,3,18.452900075308957,0,0,0,2771,2,0,0.2073347069033861,1
44.33004633400502,22,18.566281313789585,0,0,0,3553,3,0,0.31149420775349557,0
37.49170906950428,16,13.980299034484911,0,0,0,744,0,0,0.23700500127640903,0
37.65047269940928,12,12.639851161143703,0,0,0,101,2,0,0.20562730544670613,0
19.841054033877437,9,32.308575350381645,0,0,1,1869,0,0,0.4354025244220869,0
